program  protocol     partysize  latencies(ms)  bandwidths(Mbs)  input_size  runtime_internal(ms)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  ALLdataSent(MB),AllDataRec(MB)  ALLmessagesSent,AllMessagesRec         
aes      boolean_gmw  3          1              25000            1           2621.307              5.86                 424           241        0.761                           0.761                           13190  13190
aes      boolean_gmw  3          1              25000            128         2232.129              5.65                 768           229        13.553                          13.553                          13190  13190
aes      boolean_gmw  3          1              25000            256         3481.632              7.03                 1140          228        26.443                          26.443                          13190  13190
aes      boolean_gmw  3          1              25000            512         4122.525              7.89                 1871          201        52.224                          52.224                          13190  13190
aes      boolean_gmw  3          1              10000            1           2738.422              5.99                 423           237        0.761                           0.761                           13190  13190
aes      boolean_gmw  3          1              10000            128         2079.241              5.47                 771           235        13.553                          13.553                          13190  13190
aes      boolean_gmw  3          1              10000            256         2469.563              6.04                 1147          155        26.443                          26.443                          13190  13190
aes      boolean_gmw  3          1              10000            512         4025.094              7.80                 1864          143        52.224                          52.224                          13190  13190
aes      boolean_gmw  3          1              1000             1           3608.386              6.84                 411           280        0.761                           0.761                           13190  13190
aes      boolean_gmw  3          1              1000             128         2880.902              3.26                 788           405        13.553                          13.553                          13190  13190
aes      boolean_gmw  3          1              1000             256         3122.479              3.69                 1146          441        26.443                          26.443                          13190  13190
aes      boolean_gmw  3          1              1000             512         3898.364              7.68                 1887          170        52.224                          52.224                          13190  13190
aes      boolean_gmw  3          1              100              1           1805.144              5.10                 416           274        0.761                           0.761                           13190  13190
aes      boolean_gmw  3          1              100              128         3069.673              6.46                 795           198        13.553                          13.553                          13190  13190
aes      boolean_gmw  3          1              100              256         4139.120              4.66                 1172          262        26.443                          26.443                          13190  13190
aes      boolean_gmw  3          1              100              512         6518.106              10.29                1930          133        52.224                          52.224                          13190  13190
aes      boolean_gmw  3          30             25000            1           1965.030              2.19                 405           604        0.761                           0.761                           13190  13190
aes      boolean_gmw  3          30             25000            128         1594.836              5.03                 784           238        13.553                          13.553                          13190  13190
aes      boolean_gmw  3          30             25000            256         2533.968              6.10                 1134          233        26.443                          26.443                          13190  13190
aes      boolean_gmw  3          30             25000            512         2881.913              3.65                 1864          403        52.224                          52.224                          13190  13190
aes      boolean_gmw  3          30             10000            1           2499.828              2.74                 424           379        0.761                           0.761                           13190  13190
aes      boolean_gmw  3          30             10000            128         2539.782              5.92                 784           325        13.553                          13.553                          13190  13190
aes      boolean_gmw  3          30             10000            256         2212.919              5.72                 1152          197        26.443                          26.443                          13190  13190
aes      boolean_gmw  3          30             10000            512         3559.166              7.38                 1880          247        52.224                          52.224                          13190  13190
aes      boolean_gmw  3          30             1000             1           1866.663              5.12                 421           239        0.761                           0.761                           13190  13190
aes      boolean_gmw  3          30             1000             128         3135.775              6.52                 760           221        13.553                          13.553                          13190  13190
aes      boolean_gmw  3          30             1000             256         2636.426              6.19                 1143          236        26.443                          26.443                          13190  13190
aes      boolean_gmw  3          30             1000             512         3321.815              7.09                 1884          166        52.224                          52.224                          13190  13190
aes      boolean_gmw  3          30             100              1           2556.381              5.79                 423           257        0.761                           0.761                           13190  13190
aes      boolean_gmw  3          30             100              128         3860.121              4.24                 782           400        13.553                          13.553                          13190  13190
aes      boolean_gmw  3          30             100              256         4094.588              7.66                 1169          152        26.443                          26.443                          13190  13190
aes      boolean_gmw  3          30             100              512         7620.076              11.44                1931          148        52.224                          52.224                          13190  13190
aes      boolean_gmw  3          100            25000            1           2475.141              5.75                 417           203        0.761                           0.761                           13190  13190
aes      boolean_gmw  3          100            25000            128         1717.655              5.13                 793           185        13.553                          13.553                          13190  13190
aes      boolean_gmw  3          100            25000            256         2234.975              5.74                 1141          246        26.443                          26.443                          13190  13190
aes      boolean_gmw  3          100            25000            512         2972.323              6.76                 1867          184        52.224                          52.224                          13190  13190
aes      boolean_gmw  3          100            10000            1           2719.916              2.95                 408           472        0.761                           0.761                           13190  13190
aes      boolean_gmw  3          100            10000            128         2702.404              6.10                 771           226        13.553                          13.553                          13190  13190
aes      boolean_gmw  3          100            10000            256         1762.771              2.27                 1138          534        26.443                          26.443                          13190  13190
aes      boolean_gmw  3          100            10000            512         2597.184              3.38                 1894          355        52.224                          52.224                          13190  13190
aes      boolean_gmw  3          100            1000             1           2926.226              6.19                 416           256        0.761                           0.761                           13190  13190
aes      boolean_gmw  3          100            1000             128         2250.746              5.67                 767           250        13.553                          13.553                          13190  13190
aes      boolean_gmw  3          100            1000             256         2860.702              6.42                 1137          249        26.443                          26.443                          13190  13190
aes      boolean_gmw  3          100            1000             512         2692.394              6.46                 1878          174        52.224                          52.224                          13190  13190
aes      boolean_gmw  3          100            100              1           2448.202              5.74                 410           324        0.761                           0.761                           13190  13190
aes      boolean_gmw  3          100            100              128         4522.095              7.90                 782           253        13.553                          13.553                          13190  13190
aes      boolean_gmw  3          100            100              256         4188.429              7.70                 1172          151        26.443                          26.443                          13190  13190
aes      boolean_gmw  3          100            100              512         6691.233              10.46                1932          150        52.224                          52.224                          13190  13190
aes      boolean_gmw  3          150            25000            1           2742.011              5.98                 410           281        0.761                           0.761                           13190  13190
aes      boolean_gmw  3          150            25000            128         2936.345              6.35                 764           259        13.553                          13.553                          13190  13190
aes      boolean_gmw  3          150            25000            256         2827.634              6.34                 1140          225        26.443                          26.443                          13190  13190
aes      boolean_gmw  3          150            25000            512         3274.247              7.09                 1888          235        52.224                          52.224                          13190  13190
aes      boolean_gmw  3          150            10000            1           2291.764              5.57                 418           307        0.761                           0.761                           13190  13190
aes      boolean_gmw  3          150            10000            128         2879.201              6.34                 781           194        13.553                          13.553                          13190  13190
aes      boolean_gmw  3          150            10000            256         2774.552              6.29                 1140          262        26.443                          26.443                          13190  13190
aes      boolean_gmw  3          150            10000            512         2535.398              6.31                 1899          221        52.224                          52.224                          13190  13190
aes      boolean_gmw  3          150            1000             1           2470.853              2.71                 418           482        0.761                           0.761                           13190  13190
aes      boolean_gmw  3          150            1000             128         2470.568              5.86                 782           178        13.553                          13.553                          13190  13190
aes      boolean_gmw  3          150            1000             256         3795.616              7.30                 1146          212        26.443                          26.443                          13190  13190
aes      boolean_gmw  3          150            1000             512         2702.668              6.46                 1888          246        52.224                          52.224                          13190  13190
aes      boolean_gmw  3          150            100              1           2312.868              5.55                 414           305        0.761                           0.761                           13190  13190
aes      boolean_gmw  3          150            100              128         3548.035              6.93                 795           179        13.553                          13.553                          13190  13190
aes      boolean_gmw  3          150            100              256         4814.418              8.33                 1168          173        26.443                          26.443                          13190  13190
aes      boolean_gmw  3          150            100              512         7763.250              11.54                1931          148        52.224                          52.224                          13190  13190
aes      boolean_bmr  3          1              25000            1           1491.152              4.80                 341           306        3.473                           3.473                           32389  32390
aes      boolean_bmr  3          1              25000            128         2419.330              7.42                 2622          293        240.102                         240.106                         32389  32390
aes      boolean_bmr  3          1              25000            256         4009.548              7.46                 4779          374        478.591                         478.598                         32389  32390
aes      boolean_bmr  3          1              25000            512         5198.136              14.07                8391          283        955.567                         955.583                         32389  32390
aes      boolean_bmr  3          1              10000            1           1937.044              5.24                 337           381        3.473                           3.473                           32389  32390
aes      boolean_bmr  3          1              10000            128         2837.131              7.94                 2563          304        240.102                         240.106                         32389  32390
aes      boolean_bmr  3          1              10000            256         4070.651              7.64                 4761          387        478.591                         478.598                         32389  32390
aes      boolean_bmr  3          1              10000            512         4500.278              13.00                8747          320        955.567                         955.583                         32389  32390
aes      boolean_bmr  3          1              1000             1           1884.092              5.21                 341           350        3.473                           3.473                           32389  32390
aes      boolean_bmr  3          1              1000             128         4130.580              9.14                 2659          330        240.102                         240.106                         32389  32390
aes      boolean_bmr  3          1              1000             256         6610.622              12.79                4866          276        478.591                         478.598                         32389  32390
aes      boolean_bmr  3          1              1000             512         11654.716             17.81                9127          275        955.567                         955.583                         32389  32390
aes      boolean_bmr  3          1              100              1           1973.378              5.29                 340           369        3.473                           3.473                           32389  32390
aes      boolean_bmr  3          1              100              128         21555.810             26.69                2789          99         240.102                         240.106                         32389  32390
aes      boolean_bmr  3          1              100              256         42989.664             49.35                4934          93         478.591                         478.598                         32389  32390
aes      boolean_bmr  3          1              100              512         84521.998             93.33                9575          74         955.567                         955.583                         32389  32390
aes      boolean_bmr  3          30             25000            1           2264.584              5.60                 338           279        3.473                           3.473                           32389  32390
aes      boolean_bmr  3          30             25000            128         3270.866              5.30                 2689          455        240.102                         240.106                         32389  32390
aes      boolean_bmr  3          30             25000            256         3405.126              6.80                 4852          460        478.591                         478.598                         32389  32390
aes      boolean_bmr  3          30             25000            512         5983.572              14.21                8332          338        955.567                         955.583                         32389  32390
aes      boolean_bmr  3          30             10000            1           1724.419              5.06                 336           352        3.473                           3.473                           32389  32390
aes      boolean_bmr  3          30             10000            128         2601.513              7.55                 2689          325        240.102                         240.106                         32389  32390
aes      boolean_bmr  3          30             10000            256         3523.627              9.78                 4767          307        478.591                         478.598                         32389  32390
aes      boolean_bmr  3          30             10000            512         6194.470              14.88                8661          303        955.567                         955.583                         32389  32390
aes      boolean_bmr  3          30             1000             1           1341.838              4.66                 331           288        3.473                           3.473                           32389  32390
aes      boolean_bmr  3          30             1000             128         3792.072              8.92                 2691          266        240.102                         240.106                         32389  32390
aes      boolean_bmr  3          30             1000             256         6033.480              12.75                4743          228        478.591                         478.598                         32389  32390
aes      boolean_bmr  3          30             1000             512         11440.122             20.46                9141          276        955.567                         955.583                         32389  32390
aes      boolean_bmr  3          30             100              1           2062.611              5.39                 336           310        3.473                           3.473                           32389  32390
aes      boolean_bmr  3          30             100              128         21609.395             26.64                2696          95         240.102                         240.106                         32389  32390
aes      boolean_bmr  3          30             100              256         42747.484             49.22                4920          76         478.591                         478.598                         32389  32390
aes      boolean_bmr  3          30             100              512         84852.862             93.43                9393          73         955.567                         955.583                         32389  32390
aes      boolean_bmr  3          100            25000            1           1809.013              5.12                 334           327        3.473                           3.473                           32389  32390
aes      boolean_bmr  3          100            25000            128         2791.219              7.75                 2652          319        240.102                         240.106                         32389  32390
aes      boolean_bmr  3          100            25000            256         2763.180              9.24                 4731          311        478.591                         478.598                         32389  32390
aes      boolean_bmr  3          100            25000            512         4567.890              13.48                8719          305        955.567                         955.583                         32389  32390
aes      boolean_bmr  3          100            10000            1           1365.038              4.68                 343           298        3.473                           3.473                           32389  32390
aes      boolean_bmr  3          100            10000            128         2697.830              7.70                 2623          289        240.102                         240.106                         32389  32390
aes      boolean_bmr  3          100            10000            256         3161.858              9.82                 4959          319        478.591                         478.598                         32389  32390
aes      boolean_bmr  3          100            10000            512         5441.504              11.46                8736          411        955.567                         955.583                         32389  32390
aes      boolean_bmr  3          100            1000             1           2169.741              5.50                 326           282        3.473                           3.473                           32389  32390
aes      boolean_bmr  3          100            1000             128         3594.345              8.53                 2595          262        240.102                         240.106                         32389  32390
aes      boolean_bmr  3          100            1000             256         6979.370              10.62                4726          343        478.591                         478.598                         32389  32390
aes      boolean_bmr  3          100            1000             512         11773.044             20.47                9091          270        955.567                         955.583                         32389  32390
aes      boolean_bmr  3          100            100              1           2194.592              5.53                 337           350        3.473                           3.473                           32389  32390
aes      boolean_bmr  3          100            100              128         21425.418             26.56                2764          96         240.102                         240.106                         32389  32390
aes      boolean_bmr  3          100            100              256         42584.480             48.99                4933          79         478.591                         478.598                         32389  32390
aes      boolean_bmr  3          100            100              512         84724.925             93.76                9461          70         955.567                         955.583                         32389  32390
aes      boolean_bmr  3          150            25000            1           1649.021              4.97                 339           304        3.473                           3.473                           32389  32390
aes      boolean_bmr  3          150            25000            128         2139.473              4.08                 2651          536        240.102                         240.106                         32389  32390
aes      boolean_bmr  3          150            25000            256         4219.439              10.49                4723          341        478.591                         478.598                         32389  32390
aes      boolean_bmr  3          150            25000            512         5436.445              14.53                8537          300        955.567                         955.583                         32389  32390
aes      boolean_bmr  3          150            10000            1           1863.374              5.24                 345           349        3.473                           3.473                           32389  32390
aes      boolean_bmr  3          150            10000            128         2302.045              7.23                 2530          265        240.102                         240.106                         32389  32390
aes      boolean_bmr  3          150            10000            256         2878.172              9.08                 4712          328        478.591                         478.598                         32389  32390
aes      boolean_bmr  3          150            10000            512         4823.063              13.18                8595          315        955.567                         955.583                         32389  32390
aes      boolean_bmr  3          150            1000             1           2325.966              5.64                 329           308        3.473                           3.473                           32389  32390
aes      boolean_bmr  3          150            1000             128         4235.854              9.25                 2638          293        240.102                         240.106                         32389  32390
aes      boolean_bmr  3          150            1000             256         6737.230              12.78                4843          311        478.591                         478.598                         32389  32390
aes      boolean_bmr  3          150            1000             512         11658.646             20.59                9113          270        955.567                         955.583                         32389  32390
aes      boolean_bmr  3          150            100              1           2543.283              5.93                 350           346        3.473                           3.473                           32389  32390
aes      boolean_bmr  3          150            100              128         22057.916             27.13                2746          137        240.102                         240.106                         32389  32390
aes      boolean_bmr  3          150            100              256         42842.993             49.39                4916          84         478.591                         478.598                         32389  32390
aes      boolean_bmr  3          150            100              512         84146.842             92.86                9500          78         955.567                         955.583                         32389  32390
